customer_id,industry,company_size,geography,subscription_tier,tenure_months,mrr,billing_frequency,discount_used,payment_delays,daily_active_users,feature_adoption_rate,avg_session_length,time_to_value_days,open_support_tickets,avg_resolution_time_hours,nps_score,support_sentiment,last_login_days,logins_last_7_days,logins_last_30_days,churn,engagement_delta,inactivity_streak,support_friction_index
CUST0347,Finance,Medium,Australia,Professional,27,507.56,Monthly,0,2,99,0.87,40.1,47,3,95.19,29,0.82,5,8,76,0,-11,0,285.57
CUST0348,Technology,Medium,India,Basic,54,858.62,Annual,1,4,53,0.47,8.25,1,0,12.84,42,-0.65,27,12,107,0,-14.75,20,0
CUST0349,Healthcare,Large,Canada,Professional,50,1591.27,Monthly,0,4,61,0.61,44.93,41,3,98.91,62,0.67,30,25,35,1,16.25,23,296.73
CUST0350,Education,Medium,UK,Enterprise,35,82.92,Annual,0,0,46,0.98,63.79,48,8,81.38,-65,-0.7,54,4,93,0,-19.25,47,651.04
CUST0351,Healthcare,Large,Canada,Enterprise,52,1568.46,Monthly,0,1,85,0.56,47.16,31,0,11.46,17,0.32,7,21,67,0,4.25,0,0
CUST0352,Healthcare,Small,India,Basic,59,495.34,Monthly,0,5,74,0.91,78.75,36,9,82.29,66,-0.7,4,18,86,0,-3.5,0,740.61
CUST0353,Technology,Large,Canada,Basic,21,305.73,Monthly,0,1,80,0.13,27.43,44,2,70.08,-97,0.85,41,9,20,0,4,34,140.16
CUST0354,Retail,Small,Canada,Basic,25,249.09,Annual,0,3,7,0.23,9.59,33,4,71.75,91,0.13,53,6,62,0,-9.5,46,287
CUST0355,Healthcare,Large,India,Professional,28,73.96,Monthly,1,4,4,0.47,84.42,33,6,35.61,-95,-0.34,47,8,84,0,-13,40,213.66
CUST0356,Finance,Medium,Australia,Professional,47,1056.7,Monthly,1,2,91,0.61,35.28,39,8,32.71,84,-0.72,43,24,5,0,22.75,36,261.68
CUST0357,Retail,Large,Canada,Professional,15,452.15,Monthly,0,2,52,0.83,52.72,18,5,91.74,57,-0.26,16,13,23,0,7.25,9,458.7
CUST0358,Education,Large,Canada,Basic,4,1979.07,Monthly,0,3,89,0.99,71.7,23,2,31.56,9,0.41,37,14,110,0,-13.5,30,63.12
CUST0359,Technology,Small,Australia,Enterprise,29,1157.38,Monthly,0,1,31,0.42,30.54,60,6,54.11,-2,-0.23,8,12,52,0,-1,1,324.66
CUST0360,Education,Medium,Canada,Enterprise,59,293.01,Annual,0,2,75,0.1,65.02,23,3,83.68,21,-0.51,9,9,94,0,-14.5,2,251.04
CUST0361,Retail,Large,Canada,Professional,9,1383.75,Monthly,1,1,84,0.81,13.92,15,2,10.47,16,0.15,19,13,82,1,-7.5,12,20.94
CUST0362,Retail,Medium,Canada,Professional,27,1797.53,Monthly,1,5,36,0.62,27.63,26,6,71.75,-5,-0.16,13,25,101,0,-0.25,6,430.5
CUST0363,Retail,Large,USA,Enterprise,26,1495.46,Annual,1,3,54,0.24,14.73,30,6,71.14,-34,-0.67,13,20,75,0,1.25,6,426.84
CUST0364,Education,Large,Australia,Enterprise,19,171.35,Annual,0,1,54,0.52,73.39,25,3,82.42,19,-0.69,25,22,77,0,2.75,18,247.26
CUST0365,Retail,Medium,Canada,Professional,56,1793.85,Monthly,0,5,17,0.76,21.59,45,6,45.02,-86,0.41,28,28,49,0,15.75,21,270.12
CUST0366,Education,Large,Australia,Professional,28,1591.98,Monthly,0,1,75,0.78,65.13,16,1,54.43,-84,0.95,48,11,11,0,8.25,41,54.43
CUST0367,Retail,Medium,UK,Enterprise,17,333.44,Annual,0,1,30,0.52,85.01,39,0,40.27,-83,-0.53,26,27,55,0,13.25,19,0
CUST0368,Finance,Large,UK,Basic,43,122.54,Annual,0,2,99,0.34,48.44,48,1,97.17,14,0.55,24,28,119,0,-1.75,17,97.17
CUST0369,Retail,Small,Canada,Professional,57,1123.47,Annual,1,0,22,0.98,49.52,45,3,16.54,46,-0.82,15,18,14,0,14.5,8,49.62
CUST0370,Education,Medium,Australia,Enterprise,41,328.95,Monthly,0,4,43,0.68,42.57,14,7,115.59,-25,-0.24,35,5,82,0,-15.5,28,809.13
CUST0371,Healthcare,Large,Australia,Enterprise,42,1672.49,Monthly,1,1,27,0.44,30.68,17,2,76.55,-13,0.01,33,11,91,0,-11.75,26,153.1
CUST0372,Retail,Large,Australia,Enterprise,50,729.5,Annual,0,1,37,0.32,43.86,12,9,106.54,96,-0.46,15,23,39,0,13.25,8,958.86
CUST0373,Healthcare,Small,USA,Enterprise,20,1827.53,Monthly,0,1,46,0.74,55.05,29,5,51.72,51,0.06,32,12,40,0,2,25,258.6
CUST0374,Finance,Medium,UK,Basic,45,1140.06,Monthly,0,0,35,0.28,88.77,32,5,40.54,-10,0.77,2,7,68,0,-10,0,202.7
CUST0375,Technology,Large,Australia,Enterprise,40,381.69,Annual,0,5,4,0.21,84.52,56,8,108.19,-53,0.89,22,15,68,0,-2,15,865.52
CUST0376,Finance,Small,Australia,Professional,39,296.41,Monthly,0,3,80,0.55,77.87,24,8,12.77,57,-0.8,10,1,5,0,-0.25,3,102.16
CUST0377,Retail,Large,USA,Basic,49,1161.42,Monthly,0,2,80,0.33,80.24,52,3,14.94,-86,-0.46,47,21,86,0,-0.5,40,44.82
CUST0378,Healthcare,Medium,USA,Enterprise,53,1528.53,Monthly,1,0,85,0.65,43.17,13,8,36.62,74,0.96,57,6,66,0,-10.5,50,292.96
CUST0379,Healthcare,Large,Australia,Basic,23,1567.38,Monthly,0,5,26,0.16,59.86,56,5,115.21,22,-0.46,17,11,100,0,-14,10,576.05
CUST0380,Education,Large,India,Professional,47,566,Monthly,0,1,19,0.67,80.77,20,1,76.34,26,0.39,46,6,32,0,-2,39,76.34
CUST0381,Healthcare,Large,Australia,Enterprise,32,424.41,Annual,1,5,81,0.32,36.58,15,9,66.95,71,-0.49,40,18,42,0,7.5,33,602.55
CUST0382,Education,Large,Australia,Professional,52,53.18,Monthly,1,0,45,0.05,86.64,56,5,84.94,-3,-0.29,43,13,20,0,8,36,424.7
CUST0383,Technology,Small,USA,Enterprise,47,1364.81,Monthly,1,0,26,0.17,38.59,53,1,50.68,54,-0.62,28,29,83,0,8.25,21,50.68
CUST0384,Retail,Small,USA,Enterprise,33,171.61,Annual,0,0,22,0.94,54.9,4,7,91.21,-17,0.71,58,8,64,0,-8,51,638.47
CUST0385,Education,Medium,Australia,Enterprise,57,853.11,Monthly,1,3,58,0.87,64.46,54,3,47.79,91,0.77,49,17,102,0,-8.5,42,143.37
CUST0386,Technology,Small,Australia,Enterprise,46,1211.33,Monthly,0,4,63,0.27,85.65,34,4,99.34,-60,-0.41,4,10,110,0,-17.5,0,397.36
CUST0387,Healthcare,Small,Australia,Enterprise,5,1875.48,Annual,0,2,28,0.79,23.53,28,7,32.81,-5,0.65,23,15,16,0,11,16,229.67
CUST0388,Healthcare,Medium,USA,Basic,43,637.37,Annual,0,3,65,0.63,67.66,50,7,34.03,-33,-0.28,28,18,92,0,-5,21,238.21
CUST0389,Technology,Small,Australia,Enterprise,48,514.55,Monthly,0,3,44,0.97,47.83,2,5,63.16,-96,-0.8,28,10,7,0,8.25,21,315.8
CUST0390,Healthcare,Small,Australia,Enterprise,34,1315.24,Annual,0,4,43,0.4,25.63,57,3,52.26,-48,0.52,59,17,63,1,1.25,52,156.78
CUST0391,Technology,Medium,Canada,Basic,40,1246.09,Monthly,0,3,37,0.7,70.34,47,0,78.13,21,0.19,25,10,89,0,-12.25,18,0
CUST0392,Education,Medium,India,Basic,11,677.58,Annual,0,0,66,0.11,50.6,30,6,44.35,35,-0.45,39,24,27,0,17.25,32,266.1
CUST0393,Education,Medium,UK,Basic,50,1857.64,Monthly,0,0,17,0.43,60.17,26,7,28.44,-79,-0.49,2,3,97,0,-21.25,0,199.08
CUST0394,Technology,Large,India,Basic,3,1692.83,Annual,0,5,40,0.97,30.42,51,8,56.91,5,0.95,1,17,89,0,-5.25,0,455.28
CUST0395,Education,Large,Canada,Basic,58,463.49,Monthly,1,1,38,0.56,44.35,47,1,67.75,-94,0.73,24,18,12,0,15,17,67.75
CUST0396,Education,Medium,UK,Basic,33,493.5,Monthly,1,3,85,0.32,56.33,26,0,17.97,49,0.62,18,12,107,0,-14.75,11,0
CUST0397,Education,Medium,Australia,Enterprise,11,1034.35,Monthly,0,1,61,0.16,37.63,20,3,67.25,-55,-0.74,39,3,100,0,-22,32,201.75
CUST0398,Finance,Medium,Canada,Enterprise,16,1551.67,Monthly,1,2,9,0.72,19.46,42,4,38.99,-71,0.51,1,29,12,0,26,0,155.96
CUST0399,Retail,Large,Australia,Professional,18,107.2,Annual,1,0,77,0.66,86.62,28,9,47.7,25,-0.57,18,9,37,0,-0.25,11,429.3
CUST0400,Healthcare,Large,USA,Enterprise,30,1392.8,Monthly,0,5,75,0.41,47.01,56,0,34.24,0,0.95,0,28,24,0,22,0,0
CUST0401,Finance,Small,Canada,Enterprise,48,1303.51,Monthly,0,2,61,0.95,66.58,20,4,111.84,43,-0.9,26,21,110,0,-6.5,19,447.36
CUST0402,Education,Small,USA,Basic,55,478.33,Monthly,1,5,80,0.07,38.17,11,5,82.32,-22,-0.3,53,4,61,0,-11.25,46,411.6
CUST0403,Technology,Medium,Canada,Basic,10,1369.08,Monthly,1,4,16,0.34,33.25,58,2,32.23,32,-0.14,44,2,22,0,-3.5,37,64.46
CUST0404,Education,Large,Canada,Enterprise,18,1881.56,Annual,0,0,2,0.93,37.83,10,6,77.76,-34,0.65,54,15,85,0,-6.25,47,466.56
CUST0405,Retail,Large,USA,Professional,38,112.64,Annual,0,2,72,0.35,38.01,23,5,101.98,-78,0.53,51,25,20,0,20,44,509.9
CUST0406,Education,Large,UK,Basic,19,652.91,Monthly,0,4,43,0.29,49.89,37,3,48.79,88,-0.25,48,7,53,0,-6.25,41,146.37
CUST0407,Technology,Medium,India,Enterprise,36,887.59,Annual,0,2,42,0.56,49.83,41,2,99.76,-27,0.13,34,23,62,0,7.5,27,199.52
CUST0408,Retail,Small,Australia,Enterprise,59,1800.54,Annual,1,5,77,0.83,45.75,52,4,19.38,-96,0.67,40,6,29,0,-1.25,33,77.52
CUST0409,Education,Medium,Canada,Professional,13,1925.28,Monthly,1,4,57,0.15,13.86,19,2,98.91,50,-0.96,4,18,74,0,-0.5,0,197.82
CUST0410,Retail,Small,Australia,Professional,56,899.35,Monthly,0,4,81,0.95,45.65,45,9,65.3,-19,0.6,37,13,67,0,-3.75,30,587.7
CUST0411,Healthcare,Small,USA,Basic,46,1505.06,Annual,1,0,88,0.81,16.88,18,8,27.53,-76,0.89,3,14,96,0,-10,0,220.24
CUST0412,Healthcare,Medium,Australia,Professional,3,1072.69,Monthly,0,1,67,0.22,13.1,49,8,49.45,-93,-0.94,16,16,110,0,-11.5,9,395.6
CUST0413,Education,Small,USA,Enterprise,10,1084.81,Annual,1,5,30,0.73,84.07,27,5,118.57,48,-0.91,52,20,75,0,1.25,45,592.85
CUST0414,Retail,Small,Australia,Enterprise,38,570.64,Monthly,0,5,13,0.42,55.24,6,5,94.24,-99,-0.31,20,0,72,0,-18,13,471.2
CUST0415,Technology,Large,India,Professional,1,449.57,Monthly,0,4,19,0.43,60.04,10,3,69.44,-79,-0.82,52,5,31,1,-2.75,45,208.32
CUST0416,Education,Small,India,Professional,55,590.25,Monthly,0,4,7,0.79,37.36,2,3,14.7,-29,-0.04,47,26,74,0,7.5,40,44.1
CUST0417,Healthcare,Medium,India,Professional,56,1121.53,Monthly,0,0,9,0.96,81.99,24,1,50.72,-14,0.46,30,22,100,0,-3,23,50.72
CUST0418,Healthcare,Medium,India,Professional,27,77.73,Annual,0,1,83,0.17,58.14,38,9,32.3,-29,0.13,47,14,23,0,8.25,40,290.7
CUST0419,Education,Small,India,Basic,46,1816.35,Monthly,0,5,54,0.45,69.69,28,3,9.45,-33,-0.61,21,11,6,0,9.5,14,28.35
CUST0420,Retail,Large,India,Professional,8,329.44,Monthly,0,3,86,0.51,34.43,28,7,65.52,-37,0.31,10,20,71,0,2.25,3,458.64
CUST0421,Healthcare,Large,USA,Basic,51,455.78,Annual,1,3,82,0.41,86.48,53,9,106.81,-7,0.37,33,19,96,0,-5,26,961.29
CUST0422,Retail,Small,Canada,Enterprise,46,1046.19,Monthly,0,1,61,0.4,74.2,45,1,81.4,-82,0.86,48,1,88,0,-21,41,81.4
CUST0423,Healthcare,Small,Australia,Professional,42,1426.03,Monthly,0,2,87,0.1,77.15,50,8,30.71,27,-0.71,14,4,0,0,4,7,245.68
CUST0424,Healthcare,Medium,India,Basic,17,209.54,Annual,0,0,2,0.7,17.15,39,0,69.26,-14,0.38,49,8,2,0,7.5,42,0
CUST0425,Finance,Small,USA,Professional,9,649.04,Annual,1,1,50,0.46,25.84,2,1,113.24,-19,0.82,9,19,103,0,-6.75,2,113.24
CUST0426,Healthcare,Large,USA,Enterprise,6,1937.98,Monthly,0,3,75,0.24,27.14,46,1,87.03,80,0,37,13,27,0,6.25,30,87.03
CUST0427,Technology,Small,USA,Enterprise,43,539.44,Monthly,1,4,31,0.83,25.84,5,5,83.05,-14,-0.28,31,17,42,0,6.5,24,415.25
CUST0428,Education,Medium,Canada,Enterprise,25,639.84,Monthly,1,3,33,0.81,77.28,50,6,116.21,-4,-0.66,52,28,96,1,4,45,697.26
CUST0429,Education,Medium,Australia,Professional,39,1676.27,Monthly,0,4,78,0.51,4.81,11,2,96.07,-49,0.73,47,21,45,0,9.75,40,192.14
CUST0430,Retail,Medium,Canada,Professional,49,119.42,Monthly,0,0,80,0.33,8.7,10,8,17.26,74,-0.21,30,7,0,0,7,23,138.08
CUST0431,Healthcare,Medium,UK,Basic,60,939.93,Monthly,0,4,11,0.66,26.1,43,4,42.37,-19,0.85,36,1,37,0,-8.25,29,169.48
CUST0432,Technology,Medium,USA,Enterprise,28,771.64,Monthly,0,1,33,0.32,19.59,59,4,115.85,81,0.7,43,8,116,0,-21,36,463.4
CUST0433,Retail,Small,UK,Professional,33,646.84,Monthly,1,4,7,0.27,22.4,2,3,59.27,71,-0.25,27,6,90,0,-16.5,20,177.81
CUST0434,Finance,Small,India,Enterprise,54,585.69,Monthly,1,2,31,0.74,72.22,15,8,14.28,-4,0.15,30,29,101,0,3.75,23,114.24
CUST0435,Retail,Small,India,Enterprise,37,200.92,Monthly,0,1,48,0.09,51.56,39,7,55.57,34,-0.95,5,28,34,0,19.5,0,388.99
CUST0436,Retail,Small,Canada,Basic,9,643.36,Annual,0,0,47,0.14,2.51,41,3,83.94,14,-0.47,13,17,73,1,-1.25,6,251.82
CUST0437,Healthcare,Medium,Australia,Basic,18,105.24,Annual,1,1,78,0.06,39.78,37,3,119.71,-9,0.42,57,26,75,0,7.25,50,359.13
CUST0438,Finance,Large,UK,Basic,56,1566.31,Monthly,0,2,92,0.2,37.89,7,1,39.54,-100,0.36,22,15,73,0,-3.25,15,39.54
CUST0439,Retail,Small,Australia,Basic,59,808.49,Monthly,0,0,53,0.12,12.03,20,8,62.18,-38,-0.29,15,20,53,0,6.75,8,497.44
CUST0440,Technology,Large,Canada,Enterprise,21,898.93,Monthly,0,3,80,1,61.5,34,2,105.68,66,0.62,24,4,97,0,-20.25,17,211.36
CUST0441,Technology,Small,India,Basic,2,1789.32,Monthly,0,2,19,0.32,63.78,35,3,43.28,-82,-0.53,38,22,23,0,16.25,31,129.84
CUST0442,Education,Small,Australia,Basic,58,1322.95,Monthly,1,0,81,0.19,65.44,34,6,14,-70,-0.08,1,28,27,0,21.25,0,84
CUST0443,Finance,Large,Australia,Basic,43,35.96,Monthly,0,4,90,0.28,66.11,53,9,113.92,-24,-0.05,37,14,21,0,8.75,30,1025.28
CUST0444,Finance,Medium,India,Basic,59,1887.49,Monthly,0,1,6,0.94,2,22,7,59.12,20,-0.32,40,4,108,0,-23,33,413.84
CUST0445,Education,Small,UK,Enterprise,60,489.55,Annual,1,0,49,0.54,85.95,31,7,60.83,-77,0.91,38,10,15,0,6.25,31,425.81
CUST0446,Retail,Small,India,Basic,38,233.08,Monthly,0,1,73,0.4,73.65,23,3,74.92,-32,0.39,33,29,12,0,26,26,224.76
CUST0447,Finance,Small,Australia,Enterprise,58,1540.89,Monthly,1,4,50,0.88,81.55,19,6,1.42,92,0.08,50,21,99,0,-3.75,43,8.52
CUST0448,Technology,Large,UK,Professional,40,1010.95,Annual,0,0,81,0.43,3.38,4,9,111.8,60,0.02,39,13,99,0,-11.75,32,1006.2
CUST0449,Technology,Medium,UK,Enterprise,36,878.87,Monthly,0,3,95,0.37,84.18,24,0,44.01,-42,-0.68,42,24,61,0,8.75,35,0
CUST0450,Healthcare,Large,India,Enterprise,50,514.02,Monthly,1,2,12,0.25,73.26,20,5,48.23,13,-0.26,24,18,42,0,7.5,17,241.15
CUST0451,Finance,Large,Australia,Basic,60,1103.99,Monthly,0,0,23,0.41,75.68,39,5,21.72,60,0.35,35,2,86,0,-19.5,28,108.6
CUST0452,Retail,Medium,Canada,Professional,43,563.28,Monthly,0,4,54,0.35,10.21,28,5,46,59,0.85,15,23,77,0,3.75,8,230
CUST0453,Education,Large,Australia,Professional,37,1805.13,Annual,0,0,69,0.69,67.01,54,1,96.67,86,0.63,56,9,31,0,1.25,49,96.67
CUST0454,Education,Medium,USA,Professional,15,446.1,Monthly,0,1,59,0.33,86.47,39,7,96.2,0,-0.4,17,27,66,0,10.5,10,673.4
CUST0455,Retail,Small,Canada,Professional,28,1771.02,Monthly,0,5,36,0.6,61.71,17,4,112.36,68,-0.13,12,5,90,0,-17.5,5,449.44
CUST0456,Healthcare,Medium,UK,Enterprise,18,1127.62,Monthly,1,0,3,0.11,52.21,19,4,48.98,-89,-0.83,58,27,82,0,6.5,51,195.92
CUST0457,Education,Small,Canada,Professional,34,1660.41,Monthly,1,3,58,0.23,85.22,54,1,85.34,100,-0.8,36,25,85,0,3.75,29,85.34
CUST0458,Finance,Large,UK,Enterprise,22,1431.44,Annual,1,0,88,0.44,40.98,48,3,61.36,18,-0.06,26,2,56,0,-12,19,184.08
CUST0459,Healthcare,Large,UK,Enterprise,11,1399.46,Annual,0,2,55,0.94,54.74,35,8,96.68,38,0.06,33,1,64,0,-15,26,773.44
CUST0460,Finance,Small,Canada,Enterprise,58,662.2,Monthly,0,0,57,0.41,43.92,32,8,85.79,-4,-0.47,10,12,68,0,-5,3,686.32
CUST0461,Technology,Large,UK,Professional,57,483.12,Monthly,0,5,17,0.68,84.09,47,5,44.78,46,0.29,0,17,48,0,5,0,223.9
CUST0462,Healthcare,Medium,UK,Basic,13,437.55,Monthly,1,1,39,0.29,8.7,46,8,41.06,81,0.41,12,1,32,0,-7,5,328.48
CUST0463,Education,Small,USA,Basic,4,1717.24,Annual,0,0,90,0.17,46.1,47,3,31.04,-44,-0.4,29,14,114,0,-14.5,22,93.12
CUST0464,Healthcare,Large,Australia,Professional,22,1644.45,Monthly,0,3,68,0.11,62.45,46,0,69.61,-59,0.52,4,4,18,0,-0.5,0,0
CUST0465,Healthcare,Small,Australia,Basic,7,892.34,Monthly,1,4,55,0.34,71.69,39,1,115.7,-3,-0.59,17,14,35,0,5.25,10,115.7
CUST0466,Healthcare,Medium,USA,Basic,43,282.16,Monthly,0,0,45,0.2,53.31,57,0,24.81,98,0.09,13,27,114,0,-1.5,6,0
CUST0467,Healthcare,Medium,Canada,Enterprise,54,776.86,Monthly,0,0,76,0.22,81.98,35,7,12.34,-70,0.61,12,20,69,0,2.75,5,86.38
CUST0468,Finance,Large,India,Enterprise,24,1246.3,Monthly,1,2,1,0.77,84.9,30,8,15.21,79,0.07,31,16,14,0,12.5,24,121.68
CUST0469,Technology,Medium,India,Professional,4,919.72,Monthly,1,3,21,0.07,7.66,17,9,94.19,-99,0.82,6,1,99,0,-23.75,0,847.71
CUST0470,Retail,Small,India,Professional,28,1564.77,Monthly,0,5,83,0.58,37.41,42,5,42.66,65,-0.88,7,17,119,0,-12.75,0,213.3
CUST0471,Healthcare,Medium,USA,Basic,15,1995.29,Monthly,0,4,21,0.41,4.06,47,1,27.7,-69,0.18,49,14,96,0,-10,42,27.7
CUST0472,Education,Small,USA,Enterprise,1,398.44,Monthly,1,1,52,0.53,30.99,29,5,42.99,37,0.12,6,19,23,0,13.25,0,214.95
CUST0473,Healthcare,Small,UK,Professional,55,930.11,Annual,0,0,82,0.58,49.24,6,8,77.79,4,0.32,51,22,26,0,15.5,44,622.32
CUST0474,Education,Medium,India,Professional,3,873.35,Monthly,0,5,43,0.35,82.15,60,2,66.07,35,0.67,48,2,48,0,-10,41,132.14
CUST0475,Finance,Large,Canada,Professional,14,622.9,Monthly,0,4,52,0.33,76.5,17,8,89.49,-26,0.45,15,4,74,0,-14.5,8,715.92
CUST0476,Education,Medium,Canada,Professional,38,412.23,Monthly,0,1,67,0.75,13.22,17,1,41.35,4,0.58,42,10,112,0,-18,35,41.35
CUST0477,Retail,Small,India,Professional,50,150.07,Monthly,0,5,44,0.88,10.19,14,4,54.79,47,-0.42,30,8,22,0,2.5,23,219.16
CUST0478,Technology,Small,India,Professional,57,1776.5,Monthly,0,3,32,0.23,53.86,24,1,13.13,47,-0.23,50,4,32,1,-4,43,13.13
CUST0479,Education,Medium,India,Basic,1,851.3,Annual,0,3,10,0.14,48.83,57,6,9.69,26,0.25,26,24,40,0,14,19,58.14
CUST0480,Education,Large,USA,Enterprise,38,1003.85,Monthly,0,4,64,0.9,25.44,50,9,56.01,-92,0.11,59,0,109,0,-27.25,52,504.09
CUST0481,Technology,Large,USA,Enterprise,38,1835.55,Annual,1,1,79,0.38,81.15,57,8,36.89,99,0.92,32,24,110,0,-3.5,25,295.12
CUST0482,Retail,Small,USA,Professional,21,1557.06,Monthly,1,3,69,0.57,83.61,37,6,73.92,-86,-0.63,52,13,55,0,-0.75,45,443.52
CUST0483,Healthcare,Small,Australia,Enterprise,48,278.39,Monthly,1,4,68,0.39,37.43,40,4,6.12,-4,-0.3,28,4,28,1,-3,21,24.48
CUST0484,Education,Large,Canada,Enterprise,29,1139.53,Monthly,0,3,28,0.17,80.35,39,3,15.49,4,0.15,7,7,30,0,-0.5,0,46.47
CUST0485,Technology,Medium,Canada,Enterprise,5,895.66,Monthly,0,3,53,0.61,35.79,55,3,103.96,-38,0.74,32,20,64,0,4,25,311.88
CUST0486,Finance,Small,UK,Professional,49,1598.48,Annual,0,5,51,0.55,66.84,32,9,68.39,-80,0.86,40,13,97,0,-11.25,33,615.51
CUST0487,Technology,Small,USA,Professional,10,1453.98,Annual,1,5,53,0.24,43.88,36,7,85.73,-96,-0.33,18,27,17,0,22.75,11,600.11
CUST0488,Finance,Large,Australia,Enterprise,28,1387,Annual,0,3,4,0.48,12.79,50,9,101.19,24,-0.87,20,15,81,0,-5.25,13,910.71
CUST0489,Retail,Medium,Australia,Enterprise,21,694.28,Annual,0,2,79,0.81,83.66,37,9,56.2,62,-0.16,40,5,5,0,3.75,33,505.8
CUST0490,Healthcare,Large,Canada,Professional,50,1613.83,Annual,1,5,17,0.61,41.96,48,9,91.57,-16,-0.21,20,7,51,0,-5.75,13,824.13
CUST0491,Technology,Medium,USA,Basic,7,123.73,Monthly,0,1,67,0.14,66.63,14,9,63.43,95,0.97,24,1,39,0,-8.75,17,570.87
CUST0492,Education,Medium,UK,Enterprise,3,336.06,Monthly,0,4,74,0.57,34.31,27,9,27.51,12,-0.14,41,18,64,0,2,34,247.59
CUST0493,Retail,Medium,USA,Basic,45,684.53,Monthly,1,4,47,0.72,3.66,59,0,41.18,75,-0.39,55,26,110,1,-1.5,48,0
CUST0494,Technology,Small,India,Enterprise,47,172.08,Monthly,1,1,56,0.8,10.85,19,4,59.35,-21,-0.27,22,8,41,0,-2.25,15,237.4
CUST0495,Education,Large,USA,Basic,20,485.29,Annual,0,1,23,0.65,45.67,31,1,38.71,89,-0.21,10,4,93,0,-19.25,3,38.71
CUST0496,Technology,Large,India,Basic,19,1663.7,Monthly,1,1,18,0.2,62.72,46,8,40.93,15,0.64,32,4,67,0,-12.75,25,327.44
CUST0497,Finance,Medium,India,Basic,35,1897.54,Monthly,1,1,1,0.72,31.46,9,6,41.15,62,-0.84,19,24,31,0,16.25,12,246.9
CUST0498,Technology,Small,UK,Professional,4,623.11,Monthly,1,0,35,0.69,63.2,38,9,15.62,97,-0.37,24,25,9,0,22.75,17,140.58
CUST0499,Technology,Small,Canada,Basic,5,543.74,Monthly,0,4,64,0.07,63.48,17,7,11.07,-4,0.93,25,18,106,0,-8.5,18,77.49
CUST0500,Technology,Large,USA,Basic,1,574.19,Monthly,0,0,58,0.44,63.95,19,5,6.53,-80,-0.69,39,29,68,0,12,32,32.65
CUST0501,Retail,Small,India,Basic,4,569.88,Monthly,0,3,95,0.37,45.34,44,8,14.2,-21,0.49,51,3,8,0,1,44,113.6
CUST0502,Technology,Small,USA,Enterprise,12,91.14,Monthly,1,3,59,0.69,82.51,4,5,41.9,-62,-0.29,11,15,68,0,-2,4,209.5
CUST0503,Education,Medium,Canada,Basic,60,1855.29,Monthly,0,4,1,0.26,45.05,48,6,71.67,61,0.16,31,15,60,0,0,24,430.02
CUST0504,Finance,Small,Canada,Enterprise,27,443.12,Monthly,0,3,3,0.61,41.62,57,6,23.39,20,-0.8,32,15,10,0,12.5,25,140.34
CUST0505,Finance,Medium,Australia,Basic,56,851.61,Monthly,0,1,67,0.92,19.55,11,8,106.67,23,-0.39,9,6,98,0,-18.5,2,853.36
CUST0506,Technology,Large,Canada,Basic,42,39.18,Monthly,1,0,37,0.81,29.07,22,7,97.2,42,0,3,17,90,0,-5.5,0,680.4
CUST0507,Retail,Small,UK,Professional,23,1718.75,Monthly,0,1,83,0.93,5.73,4,0,62.94,-95,-0.54,14,23,67,0,6.25,7,0
CUST0508,Retail,Large,India,Enterprise,25,1467.69,Monthly,0,3,29,0.98,57.75,17,3,87.18,93,0.08,50,20,73,0,1.75,43,261.54
CUST0509,Education,Large,Australia,Basic,21,1894.58,Monthly,0,5,89,0.06,23.87,8,6,44.59,-45,-0.56,5,0,102,0,-25.5,0,267.54
CUST0510,Technology,Small,UK,Enterprise,58,1567.6,Monthly,0,0,33,0.64,28.77,46,7,5.38,-52,0.3,26,2,96,0,-22,19,37.66
CUST0511,Finance,Small,USA,Enterprise,52,641.14,Monthly,1,1,61,0.44,69.83,59,6,108.62,-9,0.81,4,24,101,0,-1.25,0,651.72
CUST0512,Retail,Large,India,Professional,24,510.79,Monthly,1,4,93,0.87,30.8,34,2,16.21,28,-0.83,4,20,7,0,18.25,0,32.42
CUST0513,Technology,Small,Canada,Professional,25,1401.48,Monthly,0,1,90,0.29,23.31,11,3,113.8,-36,-0.57,17,7,48,0,-5,10,341.4
CUST0514,Retail,Medium,India,Professional,45,740.94,Monthly,0,5,4,0.98,16.88,31,6,69.05,-73,0.69,27,0,23,0,-5.75,20,414.3
CUST0515,Retail,Medium,USA,Professional,55,1141.11,Annual,1,3,14,0.63,70.19,11,7,37.36,-1,0.26,34,29,102,0,3.5,27,261.52
CUST0516,Finance,Small,Australia,Professional,46,32.39,Monthly,0,0,91,0.8,13.41,56,6,59.97,47,-0.84,58,6,32,0,-2,51,359.82
CUST0517,Healthcare,Large,Australia,Professional,32,142.53,Annual,0,4,33,0.13,41.93,54,5,60.69,75,-0.03,21,6,104,0,-20,14,303.45
CUST0518,Education,Small,Australia,Professional,55,1080.03,Monthly,1,0,22,0.22,46.61,56,8,3.77,-29,-0.58,33,7,106,0,-19.5,26,30.16
CUST0519,Education,Small,Canada,Professional,32,1140.82,Monthly,0,4,48,0.77,62.49,38,8,43.3,-36,-0.6,3,18,18,0,13.5,0,346.4
CUST0520,Finance,Large,UK,Basic,5,1507.88,Monthly,1,0,3,0.07,57.73,53,6,89.04,-50,0.88,17,16,1,0,15.75,10,534.24
